iter	RMSE
539	0.07900886812
540	0.07892714103
541	0.07891781117
542	0.07888822347
543	0.07881236363
544	0.07879226466
545	0.07878152656
546	0.07868029174
547	0.07855900685
548	0.0785230528
549	0.07851210744
550	0.07839233112
551	0.07834998194
552	0.07831147858
553	0.07827166583
554	0.07824335504
555	0.07818430196
556	0.07807394442
557	0.07800100102
558	0.07788889891
559	0.07783633991
560	0.07772524729
561	0.0776723505
562	0.07760251632
563	0.07755091894
564	0.0775136357
565	0.07748498753
566	0.07747368616
567	0.0774654251
568	0.07738821377
569	0.0773711424
570	0.07733881795
571	0.0773191248
572	0.07729312615
573	0.07727171331
574	0.07721446921
575	0.0771966795
576	0.07716919206
577	0.07716049015
578	0.07703218345
579	0.07697941351
580	0.07693216448
581	0.07688361936
582	0.07684823566
583	0.07675005002
584	0.07666697598
585	0.07664508359
586	0.07656332804
587	0.07653175336
588	0.07650292791
589	0.07649785327
590	0.07649191366
591	0.07648150161
592	0.07639083951
593	0.07632577448
594	0.07629788824
595	0.07621316035
596	0.07615019185
597	0.07613746176
598	0.07607508656
599	0.07599883764
